accession,cluster
GCA_023134355.1,7
GCA_023134445.1,7
GCA_023137865.1,7
GCA_023137795.1,7
GCA_027923785.1,7
GCA_023134515.1,7
GCA_023137675.1,7
GCA_023091265.1,7
GCA_024862975.1,7
GCA_023134325.1,7
GCA_023137735.1,7
GCA_023137925.1,7
GCA_027923825.1,7
GCA_027923945.1,7
GCA_000002855.2,7
GCA_023137955.1,7
GCA_027923805.1,7
GCA_027923725.1,7
GCA_023134265.1,7
GCA_023134295.1,7
GCA_023137705.1,7
GCA_023137895.1,7
GCA_040285385.1,7
GCA_027923865.1,7
GCA_029991145.1,1
GCA_029989255.1,1
GCA_949124745.1,1
GCA_949125665.1,1
GCA_000978285.2,1
GCA_029990335.1,1
GCA_949124405.1,1
GCA_003046745.1,1
GCA_029991625.1,1
GCA_029991395.1,1
GCF_030867605.1,2
GCA_030869315.1,2
GCA_001563135.1,2
GCF_030869305.1,2
GCF_030867565.1,2
GCA_030868995.1,2
GCA_000616765.1,16
GCA_000616985.1,16
GCA_000616805.1,16
GCA_000622995.1,16
GCA_000616945.1,16
GCF_000151425.1,16
GCA_000616825.1,16
GCA_000616845.1,16
GCA_000812105.1,16
GCA_009650675.1,8
GCF_000001985.1,8
GCA_024703685.1,30
GCA_024704685.1,30
GCA_024704305.1,30
GCA_024704575.1,30
GCA_025135345.1,30
GCA_024704335.1,30
GCA_025134795.1,30
GCA_004346965.1,30
GCA_024704275.1,30
GCA_024704145.1,30
GCA_024704475.1,30
GCA_024703665.1,30
GCA_024704025.1,30
GCA_024704405.1,30
GCA_024704505.1,30
GCA_021845515.1,30
GCA_024704695.1,30
GCA_024703655.1,30
GCA_024704605.1,30
GCA_024704255.1,30
GCA_024704485.1,30
GCA_024703975.1,30
GCA_024704515.1,30
GCF_000002495.2,30
GCA_024704315.1,30
GCA_024704655.1,30
GCA_024704235.1,30
GCA_024704225.1,30
GCA_024704035.1,30
GCA_024704195.1,30
GCA_024704165.1,30
GCA_024704415.1,30
GCA_024704115.1,30
GCA_000292585.1,30
GCA_024704625.1,30
GCA_024704055.1,30
GCA_011763875.1,27
GCA_011763585.1,27
GCA_011763735.1,27
GCA_011763695.1,27
GCA_011763815.1,27
GCA_011763715.1,27
GCA_011763775.1,27
GCA_903819125.2,1
GCA_949124695.1,1
GCA_001298375.2,1
GCA_026585705.1,1
GCA_949124665.1,1
GCA_000975735.4,1
GCF_000146045.2,1
GCA_949124545.1,1
GCA_000568005.1,1
GCA_030036095.2,1
GCA_002804325.1,1
GCA_030267465.1,1
GCA_949124775.1,1
GCA_947370025.1,1
GCA_000269885.1,1
GCA_000976125.2,1
GCA_000976035.2,1
GCA_000190195.1,1
GCA_000977025.2,1
GCA_000976275.4,1
GCA_000976875.3,1
GCA_947370665.1,1
GCA_949123935.1,1
GCA_947370255.1,1
GCA_030036035.1,1
GCA_003046715.1,1
GCA_000976485.2,1
GCA_949125415.1,1
GCA_000976335.2,1
GCA_000975705.2,1
GCA_949124235.1,1
GCA_000977325.2,1
GCA_949124275.1,1
GCA_030035975.1,1
GCA_029990125.1,1
GCA_000182175.1,1
GCA_903819175.2,1
GCA_949124335.1,1
GCA_000976095.2,1
GCA_949125125.1,1
GCA_947370145.1,1
GCA_905220315.1,1
GCA_000977115.3,1
GCA_949123945.1,1
GCA_000976185.3,1
GCA_029990845.1,1
GCA_000976425.2,1
GCA_949124245.1,1
GCA_029990435.1,1
GCA_949124095.1,1
GCA_030036115.2,1
GCA_000975675.2,1
GCA_947370305.1,1
GCA_949124205.1,1
GCA_000977745.2,1
GCA_949124055.1,1
GCA_000568365.1,1
GCA_029990725.1,1
GCA_949124485.1,1
GCA_949124825.1,1
GCA_947370195.1,1
GCA_030035955.1,1
GCA_949124785.1,1
GCA_949122505.1,1
GCA_000326105.1,1
GCA_026585715.1,1
GCA_949125275.1,1
GCA_029990665.1,1
GCA_000190235.1,1
GCA_000976845.3,1
GCA_000976545.2,1
GCA_000976005.2,1
GCA_947370445.1,1
GCA_949124145.1,1
GCA_949122135.1,1
GCA_949124635.1,1
GCA_949124945.1,1
GCA_029990865.1,1
GCA_016858165.1,1
GCA_947370715.1,1
GCA_029990645.1,1
GCA_949124875.1,1
GCA_000976515.2,1
GCA_010356925.1,1
GCA_000977055.4,1
GCA_949124615.1,1
GCA_000976725.3,1
GCA_949124845.1,1
GCA_949123255.1,1
GCA_029991755.1,1
GCA_000975645.3,1
GCA_000978075.3,1
GCA_947370435.1,1
GCA_029990745.1,1
GCA_000975975.3,1
GCA_947370345.1,1
GCA_000975795.2,1
GCA_029990685.1,1
GCA_949124295.1,1
GCA_000978165.2,1
GCA_949123545.1,1
GCA_000149365.1,1
GCA_030035935.1,1
GCA_029991605.1,1
GCA_949124305.1,1
GCA_029990945.1,1
GCA_000976305.2,1
GCA_000977805.2,1
GCA_000975615.2,1
GCA_949124435.1,1
GCA_947369955.1,1
GCA_949124125.1,1
GCA_949124315.1,1
GCA_029991875.1,1
GCA_949125505.1,1
GCA_016858175.1,1
GCA_947370695.2,1
GCA_000181435.1,1
GCA_029990785.1,1
GCA_000977295.3,1
GCA_947370875.1,1
GCA_029990395.1,1
GCA_903819155.2,1
GCA_947369765.1,1
GCA_000976935.2,1
GCA_949124795.1,1
GCA_030036395.1,1
GCA_030036055.1,1
GCA_029990925.1,1
GCA_949125375.1,1
GCA_029991815.1,1
GCA_947369855.1,1
GCA_030292175.1,1
GCA_030036315.2,1
GCA_030267545.1,1
GCA_002571405.2,1
GCA_000977145.2,1
GCA_949125035.1,1
GCA_949124465.1,1
GCA_000975765.2,1
GCA_000977355.3,1
GCA_000977385.2,1
GCA_029990965.1,1
GCA_949123475.1,1
GCA_026954535.1,1
GCA_949124575.1,1
GCA_949124905.1,1
GCA_000976155.4,1
GCA_030036155.2,1
GCA_029991655.1,1
GCA_000568055.1,1
GCA_009014655.1,1
GCA_000975855.3,1
GCA_030267645.1,1
GCA_000977685.2,1
GCA_949124265.1,1
GCA_949123295.1,1
GCA_949123435.1,1
GCA_000975885.2,1
GCA_905220325.1,1
GCA_030036235.2,1
GCA_949124345.1,1
GCA_000977235.2,1
GCA_000976965.3,1
GCA_000976785.2,1
GCA_949124515.1,1
GCA_000662435.2,1
GCA_000976755.2,1
GCA_000978195.3,1
GCA_949125725.1,1
GCA_949125475.1,1
GCA_029991355.1,1
GCA_949126015.1,1
GCA_949124715.1,1
GCA_000977775.3,1
GCA_000978225.2,1
GCA_947370495.1,1
GCA_010356935.1,1
GCA_949124935.1,1
GCA_949122215.1,1
GCA_949124555.1,1
GCA_947370885.1,1
GCA_949124595.1,1
GCA_000977205.2,1
GCA_000977175.3,1
GCA_949124415.1,1
GCA_001413975.1,1
GCA_949124755.1,1
GCA_000978105.2,1
GCA_949124815.1,1
GCA_947370215.1,1
GCA_949122235.1,1
GCA_947370465.1,1
GCA_949124255.1,1
GCA_000977985.2,1
GCA_000976245.2,1
GCA_001634645.1,1
GCA_000976395.2,1
GCA_025766245.1,27
GCA_027595765.1,27
GCA_027595785.1,27
GCA_027578775.1,27
GCA_027578955.1,27
GCA_020499775.1,8
GCA_020499115.1,8
GCA_020499255.1,8
GCA_020503375.1,8
GCA_020502385.1,8
GCA_020502455.1,8
GCA_020502705.1,8
GCA_020502045.1,8
GCA_020501635.1,8
GCA_020503265.1,8
GCA_020503205.1,8
GCA_020503065.1,8
GCA_020500775.1,8
GCA_020499475.1,8
GCA_020499415.1,8
GCA_020499675.1,8
GCA_020500655.1,8
GCA_020502545.1,8
GCA_020503795.1,8
GCA_020501615.1,8
GCA_020502025.1,8
GCA_020502245.1,8
GCA_020500765.1,8
GCA_020500065.1,8
GCA_020498765.1,8
GCA_020501495.1,8
GCA_020501885.1,8
GCA_020501805.1,8
GCA_020498745.1,8
GCA_020501355.1,8
GCA_020499265.1,8
GCA_020503635.1,8
GCA_020502235.1,8
GCA_020501325.1,8
GCA_020502105.1,8
GCA_020503345.1,8
GCA_020503725.1,8
GCA_020500085.1,8
GCA_020503445.1,8
GCA_020501075.1,8
GCA_020498875.1,8
GCA_020501235.1,8
GCA_020500025.1,8
GCA_020499505.1,8
GCA_020499755.1,8
GCA_020500815.1,8
GCA_020503095.1,8
GCA_020502215.1,8
GCA_020502615.1,8
GCA_020503905.1,8
GCA_020500385.1,8
GCA_020501425.1,8
GCA_020502605.1,8
GCA_020503915.1,8
GCA_020501535.1,8
GCA_020500305.1,8
GCA_020499605.1,8
GCA_020499245.1,8
GCA_020499975.1,8
GCA_020503185.1,8
GCA_020498865.1,8
GCA_020501985.1,8
GCA_020502875.1,8
GCA_020501575.1,8
GCA_020501545.1,8
GCA_020500485.1,8
GCA_020502525.1,8
GCA_020503395.1,8
GCA_020502695.1,8
GCA_020498815.1,8
GCA_020502035.1,8
GCA_020500295.1,8
GCA_000150145.1,8
GCA_020502495.1,8
GCA_020500455.1,8
GCA_020500365.1,8
GCA_020500115.1,8
GCA_020500165.1,8
GCA_020500355.1,8
GCA_020503825.1,8
GCA_020499135.1,8
GCA_020499485.1,8
GCA_020500705.1,8
GCA_020498985.1,8
GCA_020500845.1,8
GCA_020499995.1,8
GCA_020501715.1,8
GCA_020498805.1,8
GCA_020500185.1,8
GCA_020500105.1,8
GCA_020500545.1,8
GCA_020501555.1,8
GCA_020501995.1,8
GCA_020498735.1,8
GCA_020500685.1,8
GCA_020501095.1,8
GCA_020499005.1,8
GCA_020501695.1,8
GCA_020501255.1,8
GCA_020499985.1,8
GCA_020501005.1,8
GCA_020502985.1,8
GCA_020499335.1,8
GCA_020500465.1,8
GCA_020501335.1,8
GCA_020500275.1,8
GCA_020502575.1,8
GCA_020503705.1,8
GCA_020502375.1,8
GCF_000002655.1,8
GCA_020502595.1,8
GCA_020499915.1,8
GCA_020498945.1,8
GCA_020501765.1,8
GCA_020503435.1,8
GCA_020503455.1,8
GCA_020501135.1,8
GCA_020499575.1,8
GCA_020502185.1,8
GCA_020501895.1,8
GCA_020503175.1,8
GCA_020500645.1,8
GCA_004917105.1,24
GCA_004918575.1,24
GCA_004917665.1,24
GCA_004917615.1,24
GCA_004917165.1,24
GCA_004918165.1,24
GCA_004917185.1,24
GCA_004917485.1,24
GCA_004918145.1,24
GCA_004917155.1,24
GCA_004917385.1,24
GCA_004917705.1,24
GCF_000721785.1,24
GCA_004917275.1,24
GCA_004917205.1,24
GCA_004917115.1,24
GCA_030553205.1,20
GCA_020569505.1,10
GCA_020580905.1,10
GCA_020571265.1,10
GCA_020579855.1,10
GCA_020573285.1,10
GCA_020570045.1,10
GCA_020576185.1,10
GCA_020581165.1,10
GCA_000146915.2,10
GCA_020580485.1,10
GCA_020568095.1,10
GCA_020578315.1,10
GCA_020578375.1,10
GCA_020575775.1,10
GCA_020580085.1,10
GCA_020569495.1,10
GCA_020574755.1,10
GCA_020573605.1,10
GCA_020572345.1,10
GCA_020573725.1,10
GCA_020571295.1,10
GCA_020573915.1,10
GCA_020568465.1,10
GCA_020569145.1,10
GCA_020580115.1,10
GCA_020574345.1,10
GCA_020573315.1,10
GCA_020572945.1,10
GCA_020579835.1,10
GCA_020568325.1,10
GCA_020578085.1,10
GCA_020576365.1,10
GCA_020571965.1,10
GCA_020573325.1,10
GCA_020572955.1,10
GCA_020575645.1,10
GCA_020580655.1,10
GCA_020572645.1,10
GCA_020580305.1,10
GCA_020570935.1,10
GCA_020569485.1,10
GCA_020575285.1,10
GCA_020571885.1,10
GCA_020581155.1,10
GCA_020573765.1,10
GCA_020570405.1,10
GCA_020575105.1,10
GCA_020580425.1,10
GCA_020578205.1,10
GCA_020579845.1,10
GCA_020581045.1,10
GCA_016801405.1,10
GCA_020569945.1,10
GCA_020574115.1,10
GCA_020570975.1,10
GCA_020572305.1,10
GCA_020574055.1,10
GCA_020578265.1,10
GCA_020572635.1,10
GCA_020567955.1,10
GCA_020570525.1,10
GCA_020572395.1,10
GCA_020573595.1,10
GCA_020573495.1,10
GCA_020574145.1,10
GCA_020577805.1,10
GCA_020578615.1,10
GCA_020578515.1,10
GCA_020557385.1,10
GCA_020572205.1,10
GCA_020580415.1,10
GCA_020568635.1,10
GCA_020574725.1,10
GCA_020578445.1,10
GCA_020575445.1,10
GCA_020575195.1,10
GCA_020568945.1,10
GCA_020571325.1,10
GCA_020569685.1,10
GCA_020570355.1,10
GCA_020572995.1,10
GCA_020568705.1,10
GCA_020571815.1,10
GCA_020575955.1,10
GCA_020574265.1,10
GCA_020570965.1,10
GCA_020577795.1,10
GCA_020575995.1,10
GCA_020578295.1,10
GCA_020572985.1,10
GCA_020577855.1,10
GCA_020570735.1,10
GCA_020570395.1,10
GCA_020578115.1,10
GCA_020570685.1,10
GCA_020580725.1,10
GCA_020579825.1,10
GCA_020572675.1,10
GCA_020580775.1,10
GCA_020569235.1,10
GCA_020574875.1,10
GCA_020574825.1,10
GCA_020575405.1,10
GCA_020574155.1,10
GCA_020580665.1,10
GCA_020574085.1,10
GCA_020568935.1,10
GCA_020570635.1,10
GCA_020580075.1,10
GCA_020571605.1,10
GCA_020574595.1,10
GCA_020575035.1,10
GCA_020578585.1,10
GCA_020578075.1,10
GCA_020574375.1,10
GCA_020573625.1,10
GCA_020569515.1,10
GCA_020572075.1,10
GCA_020570015.1,10
GCA_020568415.1,10
GCA_020574295.1,10
GCA_020568765.1,10
GCA_020573275.1,10
GCA_020571895.1,10
GCA_020575615.1,10
GCA_020574365.1,10
GCA_020569285.1,10
GCA_020575485.1,10
GCA_020580695.1,10
GCA_020575375.1,10
GCA_020578105.1,10
GCA_020574615.1,10
GCA_020580145.1,10
GCA_020568055.1,10
GCA_020581275.1,10
GCA_020575975.1,10
GCA_020571575.1,10
GCA_020574385.1,10
GCA_020578095.1,10
GCA_020570415.1,10
GCA_020577905.1,10
GCA_020572315.1,10
GCA_020568205.1,10
GCA_020575355.1,10
GCA_020577915.1,10
GCF_000146915.1,10
GCA_020574715.1,10
GCA_020568775.1,10
GCA_020580155.1,10
GCA_020569895.1,10
GCA_020576195.1,10
GCA_020574405.1,10
GCA_020568045.1,10
GCA_020571545.1,10
GCA_000171015.2,18
GCA_019425555.1,14
GCA_041870755.1,14
GCA_949124585.1,1
GCA_029990905.1,1
GCA_949121655.1,1
GCA_002221985.1,12
GCA_002222155.1,12
GCA_002222215.1,12
GCA_002215855.1,12
GCA_002222255.1,12
GCA_002222405.1,12
GCA_002222395.1,12
GCA_002224005.1,12
GCA_002215765.1,12
GCA_002222455.1,12
GCA_911175155.1,3
GCA_911174935.1,3
GCA_911175145.1,3
GCA_911174895.1,3
GCA_911174845.1,3
GCA_911174865.1,3
GCA_911174885.1,3
GCA_911174915.1,3
GCA_911175295.1,3
GCA_911175165.1,3
GCA_911174985.1,3
GCA_920106075.1,3
GCA_911175025.1,3
GCA_911175205.1,3
GCA_911639135.1,3
GCA_911174975.1,3
GCA_911175305.1,3
GCA_911175235.1,3
GCA_911456355.1,3
GCA_911175015.1,3
GCA_911175225.1,3
GCA_911175245.1,3
GCA_911175325.1,3
GCA_911175125.1,3
GCA_911175185.1,3
GCA_012656215.1,8
GCA_020502425.1,8
GCA_040126065.1,8
GCA_020502225.1,8
GCA_029618225.1,8
GCA_020501735.1,8
GCA_020503735.1,8
GCA_040142855.1,8
GCA_029618205.1,8
GCA_020501265.1,8
GCA_020499125.1,8
GCA_040142975.1,8
GCA_020498895.1,8
GCA_020499155.1,8
GCA_020501835.1,8
GCA_040167795.1,8
GCA_020502165.1,8
GCA_020501185.1,8
GCA_020499825.1,8
GCA_029618185.1,8
GCA_020500235.1,8
GCA_012656115.1,8
GCA_020502715.1,8
GCA_040142865.1,8
GCA_020503295.1,8
GCA_020502675.1,8
GCA_020503105.1,8
GCA_020502625.1,8
GCA_020499565.1,8
GCA_002234985.1,8
GCA_020501345.1,8
GCA_020503885.1,8
GCA_029618305.1,8
GCA_029618175.1,8
GCA_020501105.1,8
GCA_020499585.1,8
GCA_020502995.1,8
GCA_020500905.1,8
GCA_020499075.1,8
GCA_020503465.1,8
GCA_020500935.1,8
GCA_020503745.1,8
GCA_020500965.1,8
GCA_020500215.1,8
GCA_029618275.1,8
GCA_020500565.1,8
GCA_012656125.1,8
GCA_020500195.1,8
GCA_020500205.1,8
GCA_020503595.1,8
GCA_020503545.1,8
GCA_020501605.1,8
GCA_020498725.1,8
GCA_020501935.1,8
GCA_020500865.1,8
GCA_020501875.1,8
GCA_040142875.1,8
GCA_020510485.1,8
GCA_020501645.1,8
GCA_020500075.1,8
GCA_020499035.1,8
GCA_020499695.1,8
GCA_020499715.1,8
GCA_020499315.1,8
GCA_029618255.1,8
GCA_020500995.1,8
GCA_029618335.1,8
GCA_020498905.1,8
GCA_020498965.1,8
GCA_029618165.1,8
GCA_020499395.1,8
GCA_020500595.1,8
GCA_020503515.1,8
GCA_020503165.1,8
GCA_020499905.1,8
GCA_020502325.1,8
GCA_020503715.1,8
GCA_020501145.1,8
GCA_020501905.1,8
GCA_029618285.1,8
GCA_029618195.1,8
GCA_012656165.1,8
GCA_020501815.1,8
GCA_038362965.1,28
GCA_035928665.1,28
GCA_036010245.1,28
GCA_035928285.1,28
GCA_035930065.1,28
GCA_035928245.1,28
GCA_035932095.1,28
GCA_035931935.1,28
GCA_035930305.1,28
GCA_035930105.1,28
GCA_035930125.1,28
GCA_030142925.1,28
GCA_035930245.1,28
GCA_035931915.1,28
GCA_035928445.1,28
GCA_035931835.1,28
GCA_035928255.1,28
GCA_035930285.1,28
GCA_035928305.1,28
GCA_035932055.1,28
GCA_035928545.1,28
GCA_035930265.1,28
GCA_035932115.1,28
GCA_035931855.1,28
GCA_035928465.1,28
GCA_035930025.1,28
GCA_035930205.1,28
GCA_035928425.1,28
GCA_911456365.1,3
GCA_911197295.1,3
GCA_911197405.1,3
GCA_911175095.1,3
GCA_911175275.1,3
GCA_911175105.1,3
GCA_911197325.1,3
GCA_911174905.1,3
GCA_041121695.1,1
GCF_010111755.1,1
GCA_020797225.1,1
GCA_020450235.1,1
GCA_000002545.2,1
GCA_041121405.1,1
GCA_041121685.1,1
GCA_001466565.1,1
GCA_001466635.1,1
GCA_020797185.1,1
GCA_020797325.1,1
GCA_001466685.1,1
GCA_020797355.1,1
GCA_020450195.1,1
GCA_020797205.1,1
GCF_000002545.3,1
GCA_041121705.1,1
GCA_041121675.1,1
GCA_020797215.1,1
GCA_001466535.1,1
GCA_020450215.1,1
GCA_041121435.1,1
GCA_025331905.1,1
GCA_024195175.2,1
GCA_020450265.1,1
GCA_020797195.1,1
GCA_001466525.1,1
GCA_028826995.1,3
GCA_905359475.1,14
GCA_905332055.1,14
GCA_037255895.1,14
GCA_900073075.1,14
GCA_002352725.1,14
GCA_037074415.1,14
GCA_905359465.1,14
GCA_905359485.1,14
GCA_012959185.1,14
GCA_037213105.1,14
GCA_901446245.1,14
GCA_900492705.2,14
GCA_019924895.1,24
GCA_019924255.1,24
GCA_030061585.1,8
GCA_037075025.1,30
GCA_030060985.1,8
GCA_030062295.1,8
GCA_030061365.1,8
GCA_030061385.1,8
GCA_030061855.1,8
GCA_030061005.1,8
GCA_030062325.1,8
GCA_030061375.1,8
GCA_030062335.1,8
GCA_030060995.1,8
GCA_030061835.1,8
GCA_030061555.1,8
GCA_030061575.1,8
GCA_030061845.1,8
GCA_030060685.1,8
GCA_000338975.1,10
GCA_028858655.1,10
GCA_028564845.1,10
GCF_000354255.1,10
GCA_019454015.1,10
GCA_028751825.1,10
GCA_028891585.1,10
GCA_027578495.1,27
GCA_027575275.1,27
GCA_027578055.1,27
GCA_000855695.1,12
GCA_002215885.1,12
GCA_002220445.1,12
GCA_002222225.1,12
GCA_002215775.1,12
GCA_002222325.1,12
GCA_002222335.1,12
GCA_011066605.1,0
GCA_011066595.1,0
GCA_011066695.1,0
GCA_011066565.1,0
GCA_028028135.1,28
GCA_028028335.1,28
GCA_028026245.1,28
GCA_028023995.1,28
GCA_028027435.1,28
GCA_043234845.1,28
GCA_028028305.1,28
GCA_028026005.1,28
GCA_028024505.1,28
GCA_028028245.1,28
GCA_028026235.1,28
GCA_028024475.1,28
GCA_028027665.1,28
GCA_028024125.1,28
GCF_000230625.1,28
GCA_043234795.1,28
GCA_028026935.1,28
GCA_028027445.1,28
GCA_030553385.1,20
GCA_030553495.1,20
GCA_035927975.1,20
GCA_030553475.1,20
GCA_030553195.1,20
GCA_030553325.1,20
GCA_019924485.1,24
GCA_019924415.1,24
GCA_019924395.1,24
GCA_019924315.1,24
GCA_019925775.1,24
GCA_019924615.1,24
GCA_019924115.1,24
GCA_019924275.1,24
GCA_019924735.1,24
GCA_019924905.1,24
GCA_019924655.1,24
GCA_019924675.1,24
GCA_019924215.1,24
GCA_019924025.1,24
GCA_019924465.1,24
GCA_019924435.1,24
GCA_019924535.1,24
GCA_019924755.1,24
GCA_019924695.1,24
GCA_019924155.1,24
GCA_019924875.1,24
GCA_019924135.1,24
GCA_019924375.1,24
GCA_019924575.1,24
GCA_000935105.1,12
GCA_036428525.1,12
GCA_020796175.1,17
GCA_004141715.1,17
GCA_003615185.1,17
GCA_000271705.2,17
GCA_027945405.1,17
GCA_000835765.1,12
GCA_000836375.1,12
GCA_000835815.1,12
GCF_002954075.1,12
GCA_000836315.1,12
GCA_000187245.3,5
GCA_019207935.1,5
GCA_019207695.1,5
GCA_018360865.1,11
GCA_018360835.1,11
GCA_018360685.1,11
GCA_018360675.1,11
GCA_018360655.1,11
GCA_018360535.1,11
GCA_018360845.1,11
GCA_018360065.1,11
GCA_018360605.1,11
GCA_018360725.1,11
GCA_018360475.1,11
GCA_018360905.1,11
GCA_018360735.1,11
GCA_018360585.1,11
GCA_018361025.1,11
GCA_024761095.1,20
GCA_024761295.1,20
GCA_024760945.1,20
GCA_024761195.1,20
GCA_024761035.1,20
GCA_024761885.1,20
GCA_024761105.1,20
GCA_024761845.1,20
GCA_002127715.1,20
GCA_024761155.1,20
GCA_024761675.1,20
GCA_024761695.1,20
GCA_024761215.1,20
GCA_024760925.1,20
GCA_024761055.1,20
GCA_041438155.1,21
GCA_016097715.1,27
GCA_027577575.1,27
GCA_027577395.1,27
GCA_027578235.1,27
GCA_027578155.1,27
GCA_027577615.1,27
GCA_027577635.1,27
GCA_027577745.1,27
GCA_027577775.1,27
GCA_027579465.1,27
GCA_027577655.1,27
GCA_027578635.1,27
GCA_027577375.1,27
GCA_027578735.1,27
GCA_027577345.1,27
GCA_027577695.1,27
GCA_027577725.1,27
GCA_027579565.1,27
GCA_027577435.1,27
GCA_027577855.1,27
GCF_016767815.1,3
GCF_000315645.1,3
GCA_000315665.1,3
GCF_000769745.1,3
GCA_000769755.1,3
GCA_010724795.1,8
GCA_010724335.1,8
GCA_019924015.1,24
GCA_021556675.1,27
GCA_019332045.1,5
GCF_002775015.1,5
GCA_016772135.1,5
GCA_027886695.1,19
GCA_024760995.1,20
GCA_003704345.1,20
GCA_024761135.1,20
GCF_000150735.1,16
GCA_000150735.2,16
GCA_037039555.1,28
GCA_000349525.1,28
GCF_000143535.2,28
GCA_000143535.4,28
GCA_037039525.1,28
GCA_001747055.1,1
GCA_037102615.1,1
GCA_000968475.1,1
GCA_009805765.1,1
GCA_905071765.1,6
GCA_001645045.2,6
GCA_905071755.1,6
GCA_905071725.1,6
GCA_905071785.1,6
GCA_905072865.1,6
GCA_905071705.1,6
GCA_009428275.1,6
GCA_905071715.1,6
GCA_009428265.1,6
GCA_001645005.2,6
GCA_009428285.1,6
GCA_905071735.1,6
GCF_000226395.1,3
GCA_028827015.1,3
GCA_028828955.1,3
GCA_028826945.1,3
GCA_900087985.1,5
GCF_014490615.1,5
GCA_003367865.1,5
GCA_003367945.1,5
GCA_009372015.1,5
GCA_003367965.1,5
GCA_003367925.1,5
GCA_003367845.1,5
GCA_900537225.1,5
GCF_000002525.2,5
GCA_009194645.1,5
GCA_030028025.1,28
GCA_028024355.1,28
GCA_028027615.1,28
GCA_030036015.1,1
GCA_949124075.1,1
GCA_947370785.1,1
GCA_029989385.1,1
GCA_949124495.1,1
GCA_030035855.1,1
GCA_949124385.1,1
GCA_949124175.1,1
GCA_949124165.1,1
GCA_947370645.1,1
GCA_027923885.1,7
GCA_027923625.1,7
GCF_013340325.1,7
GCA_004154765.1,10
GCA_004154755.1,10
GCA_001572055.1,10
GCA_004154735.1,10
GCA_020736535.1,10
GCA_004156015.1,10
GCA_004156025.2,10
GCA_003574525.1,10
GCA_004155955.1,10
GCA_004154815.1,10
GCA_038497425.1,4
GCA_028828285.1,3
GCA_013138035.1,3
GCA_022829225.1,30
GCA_001023045.1,17
GCA_900096625.1,17
GCA_900096705.1,17
GCA_900096605.1,17
GCA_901677965.1,17
GCA_900096505.1,17
GCA_901677955.1,17
GCA_001023035.1,17
GCA_902702945.1,17
GCA_009663095.1,17
GCA_900096645.1,17
GCA_004918075.1,-1
GCA_004918645.1,-1
GCA_004918515.1,-1
GCA_004918155.1,-1
GCA_004918725.1,-1
GCA_004918805.1,-1
GCA_004918925.1,-1
GCA_004918605.1,-1
GCA_004918025.1,-1
GCA_004918635.1,-1
GCA_004918485.1,-1
GCA_004918985.1,-1
GCF_000263375.1,-1
GCA_004918005.1,-1
GCA_004917965.1,-1
GCA_004917935.1,-1
GCA_035196915.1,20
GCA_034269425.1,20
GCA_020509005.2,20
GCA_035196885.1,20
GCF_000184455.2,8
GCA_035927125.1,28
GCA_035926115.1,28
GCA_035927165.1,28
GCA_019206925.1,5
GCA_023141145.1,3
GCF_015533775.1,3
GCA_023138005.1,3
GCA_023138445.1,3
GCA_022829115.1,3
GCA_023065465.1,3
GCA_023141275.1,3
GCA_023091085.1,3
GCA_023141115.1,3
GCA_023141515.1,3
GCA_023065415.1,3
GCA_023141315.1,3
GCA_023138675.1,3
GCA_023141155.1,3
GCA_023137995.1,3
GCA_023138615.1,3
GCA_023141165.1,3
GCA_023141385.1,3
GCA_023138645.1,3
GCA_023141235.1,3
GCA_023138015.1,3
GCA_023065495.1,3
GCA_023141205.1,3
GCA_023141355.1,3
GCA_023141305.1,3
GCA_000513255.1,3
GCA_023141395.1,3
GCA_004918105.1,24
GCA_004918535.1,24
GCA_004917725.1,24
GCA_004917335.1,24
GCA_004917255.1,24
GCA_001678115.1,24
GCA_004917415.1,24
GCA_004918195.1,24
GCA_004917425.1,24
GCA_004917355.1,24
GCA_004918115.1,24
GCA_015251385.1,24
GCA_002222135.1,12
GCA_002222115.1,12
GCA_002222165.1,12
GCA_002222025.1,12
GCA_002222315.1,12
GCA_002222145.1,12
GCA_004918235.1,-1
GCA_900149145.1,6
GCA_019207825.1,5
GCA_019207735.1,5
GCA_019207815.1,5
GCF_001664045.1,5
GCA_019208005.1,5
GCA_019207905.1,5
GCA_019207725.1,5
GCA_019207715.1,5
GCA_019208045.1,5
GCA_030036255.1,1
GCA_019924175.1,24
GCA_019924815.1,24
GCA_019924725.1,24
GCA_019924835.1,24
GCA_025605225.1,5
GCA_014117485.1,8
GCA_000691885.1,8
GCA_009176375.1,8
GCA_002443215.2,8
GCA_000952835.1,8
GCA_002443195.2,8
GCA_014784225.2,8
GCA_003709025.1,8
GCF_014117465.1,8
GCA_000006275.3,8
GCA_000269785.2,8
GCA_000825725.1,27
GCA_011763475.1,27
GCA_011762625.1,27
GCA_003325435.1,27
GCA_011764045.1,27
GCF_000003525.1,16
GCA_000151595.1,16
GCA_023748765.1,6
GCA_000286035.1,6
GCA_023748725.1,6
GCF_900519145.1,6
GCF_000507465.2,12
GCF_009771025.1,23
GCA_013201875.1,23
GCA_025328355.1,23
GCA_013201925.1,23
GCA_013201905.1,23
GCF_000319635.2,23
GCA_002111425.1,9
GCA_022830915.1,16
GCA_022831895.1,16
GCA_022830445.1,16
GCA_022830155.1,16
GCA_022831415.1,16
GCA_022831535.1,16
GCA_022832115.1,16
